0, 0.8, 0.1, [1, 4, 10, 2, 5, 7, 16, 6, 12, 3, 8, 11, 15, 0, 13, 14, 9]
1, 0.8, 0.1, [5, 2, 4, 1, 9, 10, 14, 13, 16, 6, 0, 15, 11, 8, 3, 12, 7]
2, 0.8, 0.1, [8, 11, 15, 0, 3, 12, 6, 16, 7, 5, 13, 14, 2, 10, 9, 1, 4]
3, 0.8, 0.1, [6, 7, 5, 16, 13, 2, 10, 4, 1, 9, 14, 3, 8, 11, 15, 0, 12]
4, 0.8, 0.1, [7, 5, 2, 10, 4, 1, 9, 14, 13, 16, 3, 8, 11, 15, 0, 12, 6]
5, 0.8, 0.1, [8, 16, 5, 4, 1, 9, 10, 2, 14, 13, 7, 6, 0, 12, 3, 15, 11]
6, 0.8, 0.1, [3, 5, 2, 10, 4, 1, 9, 14, 13, 7, 6, 0, 15, 11, 8, 16, 12]
7, 0.8, 0.1, [9, 14, 13, 7, 6, 0, 15, 11, 8, 3, 12, 16, 5, 2, 10, 4, 1]
8, 0.8, 0.1, [14, 13, 16, 5, 7, 6, 0, 12, 3, 15, 11, 8, 4, 1, 9, 10, 2]
9, 0.8, 0.1, [16, 7, 5, 13, 14, 2, 4, 1, 9, 10, 8, 11, 15, 3, 12, 0, 6]
10, 0.8, 0.1, [13, 16, 5, 7, 6, 12, 3, 0, 15, 11, 8, 4, 1, 9, 10, 2, 14]
11, 0.8, 0.1, [11, 15, 0, 6, 7, 13, 14, 10, 9, 1, 4, 2, 5, 16, 12, 3, 8]
12, 0.8, 0.1, [5, 13, 14, 2, 10, 9, 1, 4, 8, 11, 15, 0, 3, 12, 6, 16, 7]
13, 0.8, 0.1, [4, 1, 9, 14, 13, 5, 7, 6, 16, 8, 11, 15, 0, 3, 12, 2, 10]
14, 0.8, 0.1, [13, 7, 16, 6, 12, 3, 8, 11, 15, 0, 5, 2, 10, 4, 1, 9, 14]
15, 0.8, 0.1, [10, 2, 5, 7, 6, 0, 15, 11, 8, 3, 12, 16, 13, 14, 9, 1, 4]
16, 0.8, 0.1, [10, 2, 14, 13, 5, 7, 16, 6, 12, 3, 0, 15, 11, 8, 4, 1, 9]
17, 0.8, 0.1, [0, 3, 12, 6, 7, 5, 16, 13, 14, 2, 10, 9, 1, 4, 8, 11, 15]
18, 0.8, 0.1, [11, 15, 0, 6, 7, 5, 2, 10, 4, 1, 9, 14, 13, 16, 12, 3, 8]
19, 0.8, 0.1, [14, 13, 16, 0, 15, 11, 8, 3, 12, 6, 7, 5, 2, 10, 4, 1, 9]
0, 0.7000000000000001, 0.15000000000000002, [0, 6, 16, 7, 5, 13, 14, 2, 10, 9, 1, 4, 8, 11, 15, 3, 12]
1, 0.7000000000000001, 0.15000000000000002, [12, 6, 7, 5, 16, 13, 14, 2, 10, 9, 1, 4, 8, 11, 15, 0, 3]
2, 0.7000000000000001, 0.15000000000000002, [7, 5, 13, 14, 2, 10, 4, 1, 9, 16, 3, 15, 11, 8, 12, 0, 6]
3, 0.7000000000000001, 0.15000000000000002, [5, 13, 14, 2, 4, 1, 9, 10, 8, 11, 15, 3, 12, 0, 6, 16, 7]
4, 0.7000000000000001, 0.15000000000000002, [2, 10, 9, 1, 4, 5, 7, 6, 12, 0, 15, 11, 8, 3, 16, 13, 14]
5, 0.7000000000000001, 0.15000000000000002, [6, 12, 3, 0, 15, 11, 8, 16, 13, 14, 9, 1, 4, 10, 2, 5, 7]
6, 0.7000000000000001, 0.15000000000000002, [0, 6, 7, 5, 14, 9, 1, 4, 10, 2, 13, 16, 12, 3, 8, 11, 15]
7, 0.7000000000000001, 0.15000000000000002, [14, 13, 7, 6, 0, 15, 11, 8, 3, 12, 16, 5, 2, 10, 4, 1, 9]
8, 0.7000000000000001, 0.15000000000000002, [2, 5, 16, 12, 3, 8, 11, 15, 0, 6, 7, 13, 14, 9, 1, 4, 10]
9, 0.7000000000000001, 0.15000000000000002, [6, 16, 7, 5, 2, 4, 1, 9, 10, 14, 13, 12, 3, 8, 11, 15, 0]
10, 0.7000000000000001, 0.15000000000000002, [6, 12, 0, 15, 11, 8, 3, 16, 5, 2, 10, 4, 1, 9, 14, 13, 7]
11, 0.7000000000000001, 0.15000000000000002, [5, 16, 13, 14, 2, 10, 9, 1, 4, 8, 11, 15, 0, 3, 12, 6, 7]
12, 0.7000000000000001, 0.15000000000000002, [1, 4, 10, 2, 5, 16, 12, 3, 8, 11, 15, 0, 6, 7, 13, 14, 9]
13, 0.7000000000000001, 0.15000000000000002, [3, 8, 11, 15, 0, 2, 10, 4, 1, 9, 14, 13, 16, 5, 7, 6, 12]
14, 0.7000000000000001, 0.15000000000000002, [7, 5, 13, 14, 2, 10, 9, 1, 4, 8, 11, 15, 3, 12, 0, 6, 16]
15, 0.7000000000000001, 0.15000000000000002, [9, 14, 13, 16, 12, 3, 8, 11, 15, 0, 6, 7, 5, 2, 10, 4, 1]
